x,y,z,vx,vy,vz,t
6682.668631162963,1133.6147176067002,0.0,-1.2825338635461643,7.560548284650567,0.0,33470.270270270266
6539.958554868864,1781.034659745207,0.0,-2.0150031831411557,7.399090866564281,0.0,33556.75675675675
6334.68344144636,2411.4161918393593,0.0,-2.7281958162279465,7.166849452290063,0.0,33643.24324324324
6068.807072237322,3018.7287170815844,0.0,-3.4152889387023797,6.866045802294467,0.0,33729.72972972973
5744.8729746842855,3597.1623320213453,0.0,-4.06970942965361,6.49955757487338,0.0,33816.21621621621
5365.980088612326,4141.183407728081,0.0,-4.685196726607096,6.070890803607857,0.0,33902.7027027027
4935.753126973486,4645.587517798037,0.0,-5.255862700580328,5.5841463822905055,0.0,33989.18918918919
4458.3078849779595,5105.549246253468,0.0,-5.776248058652277,5.043980760997437,0.0,34075.67567567567
3938.2118872817064,5516.668326209589,0.0,-6.241374463215361,4.455561512884247,0.0,34162.16216216216
3380.4406669210493,5875.011759670276,0.0,-6.646792271141111,3.824517759998849,0.0,34248.64864864865
2790.330193935604,6177.151421003831,0.0,-6.988622998809508,3.1568864724744583,0.0,34335.13513513513
2173.5258009765257,6420.196870297954,0.0,-7.263596513349486,2.4590545576492966,0.0,34421.62162162162
1535.9282005995435,6601.822992062975,0.0,-7.469082246273763,1.737697912265811,0.0,34508.10810810811
883.6370207404157,6720.292245805375,0.0,-7.603114406716118,0.9997174412647007,0.0,34594.59459459459
222.89245603844856,6774.4712861424105,0.0,-7.664410765209859,0.25217308986967024,0.0,34681.08108108108
-439.9844272347357,6763.841804847785,0.0,-7.652384924547607,-0.4977836956773749,0.0,34767.56756756757
-1098.6521646378362,6688.505489452854,0.0,-7.567151930787751,-1.2429783954001958,0.0,34854.05405405405
-1746.809557934809,6549.183050855021,0.0,-7.40952717263539,-1.9762820416941598,0.0,34940.54054054054
-2378.255957336106,6347.207328440936,0.0,-7.1810185806712,-2.6906794259184976,0.0,35027.02702702703
-2986.9505818274642,6084.5105384898925,0.0,-6.883812195531513,-3.379336218724613,0.0,35113.51351351351
-3567.0703042751616,5763.605791380283,0.0,-6.520751273001318,-4.035664313781059,0.0,35200.0
-4113.065361492719,5387.563049030908,0.0,-6.095309064162533,-4.6533849010754595,0.0,35286.48648648649
-4619.712452205964,4959.97975151377,0.0,-5.611555584939149,-5.226588517633585,0.0,35372.97297297297
-5082.164691012985,4484.946413359447,0.0,-5.074118722523437,-5.74979154566157,0.0,35459.45945945946
-5495.997997181753,3967.0074734466643,0.0,-4.488139884271791,-6.217988742196332,0.0,35545.94594594595
-5857.253396339386,3411.1178422262374,0.0,-3.85922491131892,-6.626701042994339,0.0,35632.43243243243
-6162.474914063011,2822.5954760605896,0.0,-3.1933903389670477,-6.9720184853111435,0.0,35718.91891891892
-6408.742621062652,2207.0705274918873,0.0,-2.4970059608473902,-7.250637547801631,0.0,35805.40540540541
-6593.700579727362,1570.4314601800133,0.0,-1.7767337610025051,-7.459892810742541,0.0,35891.89189189189
-6715.5793742335145,918.7687346994785,0.0,-1.039464299024882,-7.597782410670467,0.0,35978.37837837838
-6773.213041337464,258.3165352944043,0.0,-0.29225072330134527,-7.66298721687183,0.0,36064.86486486487
-6766.050224107408,-404.60687040367725,0.0,0.45775869533237346,-7.654883442870902,0.0,36151.35135135135
-6694.159446011889,-1063.6595719991317,0.0,1.203388928502961,-7.573548614093954,0.0,36237.83783783784
-6558.228455886658,-1712.5366893405503,0.0,1.9375068459840472,-7.419760826472514,0.0,36324.32432432433
-6359.557648259022,-2345.0306879501222,0.0,2.6530894522822943,-7.194991301903523,0.0,36410.810810810806
-6100.047623518899,-2955.090762703927,0.0,3.3432910616074984,-6.901390318781117,0.0,36497.29729729729
-5782.18100597551,-3536.8807236376915,0.0,4.001508804006677,-6.541766637331716,0.0,36583.78378378378
-5408.998689379213,-4084.834834993131,0.0,4.621445807903095,-6.119560610517934,0.0,36670.270270270266
-4984.070756734075,-4593.711043822055,0.0,5.197171359466083,-5.638811335988731,0.0,36756.75675675675
-4511.462309333384,-5058.641151724949,0.0,5.723177777108569,-5.1041178995196494,0.0,36843.24324324324
-3995.694600552856,-5475.177361411774,0.0,6.1944329359361765,-4.520595536962772,0.0,36929.72972972973
-3441.701756241352,-5839.334851553751,0.0,6.606428573538491,-3.893826510058211,0.0,37016.21621621621
-2854.783600256988,-6147.6298760739755,0.0,6.955223270409708,-3.2298069056424246,0.0,37102.7027027027
-2240.5549264550305,-6397.113108902561,0.0,7.237480276018697,-2.5348890764755394,0.0,37189.18918918919
-1604.8918050041275,-6585.397847668796,0.0,7.450499344572967,-1.8157210354627717,0.0,37275.67567567567
